frame,t,x,y,z
102,12.066544104367495,-149.65757751464844,-240.41819763183594,2.3976986408233643
103,12.116544105112553,-149.22293090820312,-240.2661895751953,2.438750982284546
104,12.16654410585761,-148.7909393310547,-240.11181640625,2.481340169906616
105,12.216544106602669,-148.36065673828125,-239.9506072998047,2.5237748622894287
106,12.266544107347727,-147.93240356445312,-239.7821807861328,2.564990997314453
107,12.316544108092785,-147.50401306152344,-239.60911560058594,2.60610294342041
108,12.366544108837843,-147.07859802246094,-239.43292236328125,2.6488723754882812
109,12.416544109582901,-146.6558074951172,-239.2538604736328,2.6910459995269775
110,12.466544110327959,-146.24009704589844,-239.07101440429688,2.732290267944336
111,12.516544111073017,-145.83230590820312,-238.88388061523438,2.77226185798645
112,12.566544111818075,-145.43173217773438,-238.69558715820312,2.810844659805298
113,12.616544112563133,-145.03927612304688,-238.50692749023438,2.8497490882873535
114,12.666544113308191,-144.65634155273438,-238.3194122314453,2.8895862102508545
115,12.71654411405325,-144.28196716308594,-238.13284301757812,2.928788661956787
116,12.766544114798307,-143.91893005371094,-237.94577026367188,2.9665443897247314
117,12.816544115543365,-143.56871032714844,-237.7589569091797,3.0026979446411133
118,12.866544116288424,-143.23130798339844,-237.57470703125,3.036118507385254
119,12.916544117033482,-142.907470703125,-237.39488220214844,3.0681979656219482
120,12.96654411777854,-142.59671020507812,-237.21958923339844,3.100252866744995
121,13.016544118523598,-142.2958526611328,-237.0482177734375,3.132539987564087
122,13.066544119268656,-142.00364685058594,-236.8762969970703,3.164724588394165
123,13.116544120013714,-141.71685791015625,-236.70159912109375,3.1960384845733643
124,13.166544120758772,-141.43104553222656,-236.52420043945312,3.2265584468841553
125,13.21654412150383,-141.14410400390625,-236.34336853027344,3.257216691970825
126,13.266544122248888,-140.85308837890625,-236.15773010253906,3.2887911796569824
127,13.316544122993946,-140.55567932128906,-235.9661865234375,3.320469617843628
128,13.366544123739004,-140.25071716308594,-235.7678985595703,3.3517086505889893
129,13.416544124484062,-139.94068908691406,-235.56072998046875,3.384049415588379
130,13.46654412522912,-139.6256561279297,-235.3435516357422,3.4186201095581055
131,13.516544125974178,-139.303466796875,-235.1179962158203,3.45546555519104
132,13.566544126719236,-138.9736785888672,-234.88351440429688,3.493726968765259
133,13.616544127464294,-138.63514709472656,-234.639892578125,3.5320281982421875
134,13.666544128209352,-138.28854370117188,-234.38780212402344,3.5709853172302246
135,13.71654412895441,-137.9363250732422,-234.124267578125,3.6112453937530518
136,13.766544129699469,-137.5781707763672,-233.8479461669922,3.6513097286224365
137,13.816544130444527,-137.2127227783203,-233.56040954589844,3.692028760910034
138,13.866544131189585,-136.8403778076172,-233.26321411132812,3.7360334396362305
139,13.916544131934643,-136.46337890625,-232.9578857421875,3.7807846069335938
140,13.9665441326797,-136.08941650390625,-232.64581298828125,3.824474811553955
141,14.016544133424759,-135.72332763671875,-232.3323516845703,3.867818593978882
142,14.066544134169817,-135.36767578125,-232.02149963378906,3.9119033813476562
143,14.116544134914875,-135.02297973632812,-231.71466064453125,3.9543144702911377
144,14.166544135659933,-134.6904296875,-231.41412353515625,3.994985818862915
145,14.216544136404991,-134.37301635742188,-231.1181640625,4.033569812774658
146,14.26654413715005,-134.0707550048828,-230.8284454345703,4.070102691650391
147,14.316544137895107,-133.78355407714844,-230.5471954345703,4.106277942657471
148,14.366544138640165,-133.5106964111328,-230.27548217773438,4.14238166809082
149,14.416544139385223,-133.2514190673828,-230.01324462890625,4.177117824554443
150,14.466544140130281,-133.00477600097656,-229.7610321044922,4.209641933441162
151,14.51654414087534,-132.77255249023438,-229.5172576904297,4.240599632263184
152,14.566544141620398,-132.55517578125,-229.2830047607422,4.268597602844238
153,14.616544142365456,-132.37413024902344,-229.0869140625,4.291342258453369
154,14.666544143110514,-132.24058532714844,-228.94149780273438,4.308271884918213
155,14.716544143855572,-132.1488800048828,-228.837890625,4.317094802856445
156,14.76654414460063,-132.08428955078125,-228.77664184570312,4.333580017089844
157,14.816544145345688,-132.06399536132812,-228.75164794921875,4.339637279510498
158,14.866544146090746,-132.0638885498047,-228.75143432617188,4.339859962463379
159,14.916544146835804,-132.0639190673828,-228.75148010253906,4.338719844818115
160,14.966544147580862,-132.0638885498047,-228.75149536132812,4.337214946746826
161,15.01654414832592,-132.0638427734375,-228.75149536132812,4.335775852203369
162,15.066544149070978,-132.06381225585938,-228.75148010253906,4.334560394287109
163,15.116544149816036,-132.0637969970703,-228.75146484375,4.333603858947754
164,15.166544150561094,-132.06378173828125,-228.75143432617188,4.332880020141602
165,15.216544151306152,-132.06378173828125,-228.75140380859375,4.332351207733154
166,15.26654415205121,-132.06378173828125,-228.75140380859375,4.331970691680908
167,15.316544152796268,-132.06378173828125,-228.75143432617188,4.331699848175049
168,15.366544153541327,-132.0637969970703,-228.75146484375,4.3315110206604
169,15.416544154286385,-132.0637969970703,-228.75146484375,4.3315110206604
170,15.466544155031443,-132.0638427734375,-228.75140380859375,4.331367492675781
171,15.5165441557765,-132.06385803222656,-228.75135803222656,4.3313188552856445
172,15.566544156521559,-132.0638885498047,-228.7513427734375,4.331273078918457
173,15.616544157266617,-132.0639190673828,-228.75132751464844,4.331233024597168
174,15.666544158011675,-132.06393432617188,-228.7512969970703,4.33120059967041
175,15.716544158756733,-132.06394958496094,-228.7512969970703,4.3311767578125
176,15.766544159501791,-132.06396484375,-228.7512969970703,4.331159591674805
177,15.816544160246849,-132.06396484375,-228.75128173828125,4.331147193908691
178,15.866544160991907,-132.06396484375,-228.75128173828125,4.331142902374268
179,15.916544161736965,-132.0629425048828,-228.74996948242188,4.3312811851501465
180,15.966544162482023,-132.05970764160156,-228.74627685546875,4.3317179679870605
181,16.01654416322708,-132.05108642578125,-228.73614501953125,4.3329291343688965
182,16.06654416397214,-132.036376953125,-228.71920776367188,4.3350138664245605
183,16.116544164717197,-132.0144805908203,-228.6941680908203,4.338129997253418
184,16.166544165462255,-131.985107421875,-228.65988159179688,4.342380046844482
185,16.216544166207314,-131.9479522705078,-228.6165313720703,4.3477702140808105
186,16.26654416695237,-131.90213012695312,-228.56309509277344,4.3544230461120605
187,16.31654416769743,-131.84825134277344,-228.500244140625,4.362263202667236
188,16.366544168442488,-131.7862548828125,-228.42776489257812,4.371304512023926
189,16.416544169187546,-131.71571350097656,-228.34530639648438,4.381593704223633
190,16.466544169932604,-131.63685607910156,-228.2530975341797,4.393090724945068
191,16.516544170677662,-131.5494384765625,-228.15077209472656,4.405500888824463
192,16.56654417142272,-131.4534454345703,-228.0380096435547,4.41876220703125
193,16.616544172167778,-131.3511505126953,-227.912353515625,4.432947635650635
194,16.666544172912836,-131.243408203125,-227.77371215820312,4.448204517364502
195,16.716544173657894,-131.12815856933594,-227.62423706054688,4.464810371398926
196,16.766544174402952,-131.00608825683594,-227.46456909179688,4.483412742614746
197,16.81654417514801,-130.87716674804688,-227.294921875,4.50356912612915
198,16.86654417589307,-130.74148559570312,-227.11532592773438,4.5249176025390625
199,16.916544176638126,-130.59902954101562,-226.9256591796875,4.546900272369385
200,16.966544177383184,-130.44960021972656,-226.72610473632812,4.569353103637695
201,17.016544178128242,-130.29373168945312,-226.51661682128906,4.592040538787842
202,17.0665441788733,-130.13381958007812,-226.3014373779297,4.614975929260254
203,17.11654417961836,-129.97314453125,-226.08387756347656,4.6388325691223145
204,17.166544180363417,-129.80819702148438,-225.8603057861328,4.664178848266602
205,17.216544181108475,-129.6395721435547,-225.63096618652344,4.690016746520996
206,17.266544181853533,-129.46728515625,-225.39559936523438,4.716513633728027
207,17.31654418259859,-129.28822326660156,-225.15032958984375,4.744992733001709
208,17.36654418334365,-129.10218811035156,-224.89483642578125,4.775071144104004
209,17.416544184088707,-128.91165161132812,-224.63172912597656,4.805609226226807
210,17.466544184833765,-128.71331787109375,-224.35755920410156,4.836256504058838
211,17.516544185578823,-128.5075225830078,-224.07191467285156,4.867445945739746
212,17.56654418632388,-128.2921142578125,-223.77638244628906,4.8991875648498535
213,17.61654418706894,-128.06993103027344,-223.47335815429688,4.932529926300049
214,17.666544187813997,-127.8429183959961,-223.16395568847656,4.967334270477295
215,17.716544188559055,-127.60990905761719,-222.846923828125,5.003227710723877
